id,法语
110480,Trouver le commerçant de Ranch pour acheter Redchisk
110481,Trouver le commerçant de Ranch pour acheter une vache
110482,Trouver le commerçant de Ranch pour acheter une vache
110483,Trouver le commerçant de Ranch pour acheter des moutons
110484,Trouver le commerçant de Ranch pour acheter Tonton
110485,Acheter de l'énergie d'énergie à partir de la maison
110486,Acheter de l'énergie d'énergie à partir de la maison
110487,Achetez du sel de la maison à la maison
110488,Acheter sucre de canne à la maison
110489,Achetez des graines de tournesol à la maison cuisinière
110490,Acheter du riz à la maison cuisinier
110491,Aller au poêle et utilisez le blé pour faire de la farine
110492,Allez au poêle et utilisez le tournesol pour faire des graines de tournesol
110493,Aller au poêle et utilisez du riz pour faire du riz
110494,Allez dans la cuisinière et utilisez la canne à sucre pour faire du sucre de canne
110495,Allez à la table d'outils et utilisez la canne à sucre pour faire du papier
110496,Allez à la table d'outils et utilisez des plumes pour faire du coton
110497,Allez à la table d'outils et utilisez des journaux d'arbres fruitiers pour faire des planches de fruits de fruits
110498,Allez à la table d'outils et utilisez la laine pour faire flanelle
110499,Allez à la table d'outils et utilisez du coton pour faire du chiffon de coton
110500,Allez à la table d'outils et utilisez du sable pour faire des morceaux de verre
110501,Allez à la table des outils et utilisez l'argile pour faire des adobes en céramique
110502,Utilisez des bonbons de fées pour aider les attributs de train Animaux
110503,Définir pour explorer les plaines
110504,Déposer pour explorer la forêt
110505,Définir pour explorer les collines
110506,Faites 1 morceau de meubles / matériaux de construction
110507,Entrez le mode d'édition de la maison et placez le meuble
110508,Allez à la maison de votre ami
110509,Jouons à la maison pendant 5 minutes
110510,Jouons à la maison pendant 10 minutes
110511,Jouons à la maison pendant 10 minutes
110512,Jouons à la maison pendant 15 minutes
110513,Jouons à la maison pendant 15 minutes
110514,Jouons à la maison pendant 20 minutes
110515,Adoptez un nouveau compagnon d'animal de compagnie!
111000,@Null@
111001,Achat
111200,@Null@
111201,Anormal
111202,Vous n'avez pas téléchargé la carte
111203,Allez-y et créez votre première carte
111204,Pas de cartes téléchargées en attente
111205,Vous n'avez pas encore téléchargé de carte
111206,Le progrès
111207,Vous n'avez pas encore marqué la carte
111208,Télécharger après modification
111209,Faire le téléchargement
111301,"La version actuelle est trop faible, veuillez passer à la nouvelle version."
111302,Demandez aux parents de l'aide
111500,Paramètres de la salle de danse
111501,Gamme de sites
111502,Sélectionner
111503,"Il n'y a pas de zone sélectionnée, le gameplay ne prend pas effet"
111504,Récompenses de participation
111505,Ajouter à
111506,sauvegarder
111507,Paramètres de la région
111508,Nouveau
111509,Modifier les récompenses
111510,Façons de gagner
111511,Classement de jeu unique
111512,Score dans un seul jeu
111513,Conditions d'attribution
111514,TOP1
111515,TOP2
111516,TOP3
111517,TOP4
111518,TOP5
111519,TOP6
111520,TOP7
111521,TOP8
111522,TOP9
111523,TOP10
111524,"entrer un nombre, SVP"
111525,(Obtenu lorsque la valeur est supérieure ou égale à la valeur que vous avez définie)
111526,Sélectionner des éléments
111527,Sélectionner
111528,Veuillez configurer des récompenses et des conditions correspondantes
111529,Aide à la salle de danse miniclub
111530,"#cfa7a0f Introduction: #n
 -Dant hall Miniclub est un jeu de musique de musique. Après le placer dans le mode développeur et régler la zone à l'aide de l'outil Zone, vous pouvez faire l'expérience du jeu de musique et de la danse en convertissant la carte en mode de jeu. Le gameplay prend en charge plusieurs joueurs en même temps.
#n
#cfa7a0f À propos des paramètres: #n
 -Cliquez sur les accessoires de la salle de danse dans le mode développeur pour appeler l'interface de réglage de la salle de danse.
 - Sélection de la gammeGion: la taille de la salle de danse peut être sélectionnée via la fonction de la zone de la bibliothèque d'objets et la construction de scène peut être construite autour de la taille du lieu.
 #cfa7a0f (Rappel: La danse en costume Skins n'est pas prise en charge dans la zone, seuls les personnages de la peau personnalisés sont pris en charge pour la danse. Il est recommandé de construire une pansement à l'entrée de la scène pour fournir aux joueurs de pansements personnalisés. ) #n
 -Lache de récompense: vous pouvez distribuer des éléments de jeu que vous avez définis comme des récompenses aux joueurs de jeu via des classements et des points.
#n
#cfa7a0f sur la façon de jouer: #n
 -Quand le joueur entre dans la région de la salle de danse, le jeu deviendra l'interface graphique de la salle de danse. Une fois que le joueur utilise le lecteur de musique pour sélectionner une chanson, le jeu commencera automatiquement lorsque la chanson est jouée.
 -Quand la musique sonne, il n'est pas pris en charge de rejoindre le jeu Midway et vous devez attendre que la musique suivante recommence."
111531,But
111532,Classement actuel
111533,@1 point
111534,Fermeture dans (@1s)
111535,Personne ne commande actuellement une chanson. Venez commander une chanson.
111536,En préparation ··· (@1 sec)
111537,Vous avez quitté la zone de la salle de danse et revenez en mode de lecture.
111538,"Le jeu a commencé, s'il vous plaît attendez le prochain match ..."
111539,"Vous êtes entré dans la région de la salle de danse, où vous pouvez danser à la musique!"
111540,Vous avez 【@2】 * @3 en Song @1.
111541,"Il y a encore @2 secondes avant la lecture de la musique suivante ""@1"" est jouée."
111542,Votre peau actuelle ne prend pas en charge le gameplay de la salle de danse et passera à un avatar personnalisé pour vous.
111543,Configurez jusqu'à 10 récompenses
111544,"La zone a été supprimée, veuillez sélectionner à nouveau!"
111545,La limite supérieure des points est de 7 chiffres!
111546,Les supports ne sont pas autorisés dans la zone de la salle de danse
111547,Les prix ont été émis
111548,@Null@
111600,Bulle de discussion
111601,"Bubble de discussion: Après ouverture, les informations saisies par les joueurs de la pièce dans la fenêtre de discussion apparaîtront au-dessus de la tête du personnage."
111602,La bulle de discussion est fermée
111603,Chat Bubble (Open): Les informations de chat apparaîtront simultanément sur la tête du personnage.
111700,Paramètres de la carte de saut
111701,Cible de la carte
111702,Nom de la carte
111703,Coordonnées de téléportation
111704,Afficher la liste
111705,Ma carte
111706,Confirmer la téléportation
111707,Inviter les membres de l'équipe
111708,Envoyer à @1 ?
111709,Entrez un ID de carte ou sélectionnez-le dans la liste
111710,Acquisition automatique. Pas besoin de remplir.
111711,"x, y, z tels que 10,7,12"
111712,Sélectionnez la carte
111713,Liste des femmes de ménage
111714,Impossible de se téléporter. L'identifiant de la carte est @1
111715,Erreur d'état de la carte. Veuillez indiquer l'ID de la carte téléchargée publiquement.
111716,La carte cible n'est pas ouverte
111717,L'hôte prépare la téléportation
111718,Échec de l'obtention des informations sur la carte
111719,[color=#E0DCCA]Joueur[/color][color=#FFDA0A] @1 [/color][color=#E0DCCA] vous invite sur la carte [/color][color=#FFDA0A] @2 [/color] .
111720,Invité
111721,Veuillez patienter @1 seconde pour renvoyer l'invitation
111800,Image personnalisée
111801,Utilisé récemment
111802,Bibliothèque d'images personnalisée
111803,Image de base
111804,(1. La taille de l'image téléchargée dépasse 3 m.
111805,"2. Le nombre total d'images a atteint la limite supérieure, veuillez supprimer certaines avant de télécharger."
111806,"3. Le format d'image de téléchargement est faux, veuillez télécharger des images JPG et PNG. )"
111807,Le téléchargement a échoué et le format du fichier modifié ne répond pas aux règles de téléchargement
111808,Ne pas télécharger le même fichier
111900,@Null@
111901,Cadre de propriété
111902,Nom
111903,Contenu d'affichage
111904,Sélectionner l'image
111905,Sélectionner une interface
111906,Sélectionnez la vidéo
111907,Sélectionnez Fit
111908,Alignement
111909,Cadre de plancher
111910,Opacité
111911,Couleur
111912,Commutateur de collision
111913,Priorité d'affichage
111914,Image
111915,Vidéo
111916,Interface UI
111917,Remplir
111918,Adaptatif
111919,S'étirer
111920,Carrelé
111921,Centré
111922,Coordonnées du point central
111923,X coordonnée
111924,Y coordonnée
111925,Z coordonnée
111926,Tourner
111927,X axe
111928,Y axe
111929,Axe z
111930,iqiyi
111931,Taille de la fenêtre d'affichage
111932,Largeur
111933,Hauteur
111934,Lien vidéo
111935,"La fenêtre d'affichage est de plus de 1000 carrés de votre part, donc je ne peux pas voler là-bas."
111936,Ajouter une image
120000,111900 ~ 120000 réservé au tableau d'affichage
120001,Couleur de l'arrière plan
120002,Gris clair
120003,Gris foncé
120004,blanche
120005,Couleur de motif
120006,Paramètres du bouton
120007,Paramètres d'entrée
120008,Illimité
120009,Chiffres uniquement
120010,Lettres seulement
120011,Affichage à double extrémité
120012,Afficher sur PC uniquement
120013,Affichage sur mobile seulement
120014,Zoom gratuit
120015,Zoom proportionnel
120016,"Chaque page peut être définie avec plusieurs états de page (la limite supérieure est 6), et le même élément peut avoir des attributs différents (d'affichage, de position, de taille, de couleur, de transparence, de rotation, de contenu texte, de motif, de police, etc.) dans différents états de page. Taille.), Le statut de page peut être commuté via la gâchette et les attributs correspondants d'autres états de page ne seront pas affectés lors de l'ajustement. Si vous devez synchroniser les attributs, vous pouvez synchroniser via le bouton de synchronisation dans les paramètres du composant."
120017,Comment utiliser association
120018,"Le bouton gauche est sélectionné: lorsque l'élément parent change, la distance entre l'élément enfant et la bordure gauche de l'élément parent ne change pas;
-Le bouton à droite est sélectionné: lorsque l'élément parent change, la distance entre l'élément enfant et la bordure droite de l'élément parent ne change pas;
Le bouton -UPPER est sélectionné: lorsque l'élément parent change, la distance entre l'élément enfant et la bordure supérieure de l'élément parent ne change pas;
-Le bouton inférieur est sélectionné: lorsque l'élément parent change, la distance entre l'élément enfant et la bordure inférieure de l'élément parent ne change pas;
-Les boutons gauche et droit sont sélectionnés en même temps: lorsque l'élément parent change, la distance horizontale entre l'élément enfant et le point central de l'élément parent ne change pas;
Les boutons -UP et Down sont sélectionnés en même temps: lorsque l'élément parent change, la distance verticale entre l'élément enfant et le point central de l'élément parent ne change pas;"
120019,@Null@
120020,@Null@
120100,@Null@
120101,Non disponible pour les utilisateurs non blanchisseurs
120102,Violation de la pornographie
120103,"Votre connexion a laissé la surface de la terre, veuillez réessayer .."
120104,"Oups, le fichier ne peut pas être analysé normalement .."
120105,Allumer
120106,"Marquez une piste comme la mélodie principale. Lorsque vous utilisez l'instrument, la première piste sera jouée en premier"
120107,Jouer à tous
120108,MIDI Upload
120109,"MIDI est un fichier audio spécial,"
120110,Cliquez ici pour en savoir plus
120111,Audio normal
120112,Audio Midi
120113,Qu'est-ce que MIDI?
120114,Téléchargement de fichier avec succès
120115,"Le nombre a atteint la limite supérieure, supprimez des fichiers inutiles et réessayez"
120116,Impossible de télécharger des fichiers autres que le vôtre
120117,"Piste audio non valide, ne prend actuellement pas en charge la lecture et la modification des instruments"
120118,(Non pris en charge actuellement)
120119,Piste audio
120120,@Null@
120122,@Null@
120123,Interrupteur
120124,Ajouter un compte
120125,Mot de passe
120126,question 1
120127,Réponse
120128,question 2
120129,S'inscrire UID
120130,Enregistrer sur le bureau de l'ordinateur
120131,Accord de confidentialité
120132,Le compte n'existe pas!
120133,"Cher aventurier:
 L'utilisateur n'existe pas, veuillez vous inscrire!"
120134,S'inscrire
120135,Impossible de se connecter
120136,"La fonction est temporairement indisponible, veuillez attendre la version mise à niveau!"
120137,"Impossible de vous connecter au jeu de cloud, veuillez redémarrer le jeu."
120138,Pas assez d'espace de stockage
120139,Mot de passe oublié
120140,"Cher aventurier :
Votre mot de passe n'a pas été configuré. Il est recommandé de créer un mot de passe pour sécuriser le compte."
120141,Êtes-vous sûr de vouloir engager l'UID original?
